[ID]	[KEY/ABSTRACT]	[KEYWORDS]	[DISCOURSE (T/I/B/C)]	[NUM_PARAGRAPHS]	[PARAGRAPH]	[PREVIOUS_PARAGRAPH]
plot-136_0	K	мужик и мошенники[SEP]повез мужик в город три четверти ржи продавать[SEP]недавно у нас четыре егора церковь обокрали[SEP]а не то свяжут да в тюрьму посадят[SEP]а четверти ржи как не бывало[SEP]приехал мужик на подворье[SEP]обступили его мошенники[SEP]коли где тебя спросят[SEP]а четвертого все ищут[SEP]подъезжает к заставе[SEP]на заставе стащили	I	4	Повез мужик в город три четверти ржи продавать	NA
plot-136_1	K	мужик и мошенники[SEP]повез мужик в город три четверти ржи продавать[SEP]недавно у нас четыре егора церковь обокрали[SEP]а не то свяжут да в тюрьму посадят[SEP]а четверти ржи как не бывало[SEP]приехал мужик на подворье[SEP]обступили его мошенники[SEP]коли где тебя спросят[SEP]а четвертого все ищут[SEP]подъезжает к заставе[SEP]на заставе стащили	B	4	Подъезжает к заставе	Повез мужик в город три четверти ржи продавать
plot-136_2	K	мужик и мошенники[SEP]повез мужик в город три четверти ржи продавать[SEP]недавно у нас четыре егора церковь обокрали[SEP]а не то свяжут да в тюрьму посадят[SEP]а четверти ржи как не бывало[SEP]приехал мужик на подворье[SEP]обступили его мошенники[SEP]коли где тебя спросят[SEP]а четвертого все ищут[SEP]подъезжает к заставе[SEP]на заставе стащили	B	4	Обступили его мошенники	Подъезжает к заставе
plot-136_3	K	мужик и мошенники[SEP]повез мужик в город три четверти ржи продавать[SEP]недавно у нас четыре егора церковь обокрали[SEP]а не то свяжут да в тюрьму посадят[SEP]а четверти ржи как не бывало[SEP]приехал мужик на подворье[SEP]обступили его мошенники[SEP]коли где тебя спросят[SEP]а четвертого все ищут[SEP]подъезжает к заставе[SEP]на заставе стащили	C	4	Как тебя зовут — Егором, родимые Недавно у нас четыре Егора церковь обокрали троих-то нашли, а четвертого все ищут Смотри ж, коли где тебя спросят без четверти Егор а не то свяжут да в тюрьму посадят — Спасибо, родимые, спасибо, что научили Приехал мужик на подворье, хватился, а четверти ржи как не бывало На заставе стащили	Обступили его мошенники
plot-137_0	K	ленивая арина[SEP]пришла на деревню прямо к своей избе и спрашивает под окошком[SEP]не признала хозяйки и бросилась на нее словно на чужую[SEP]хватилась рукой за голову и говорит сама себе[SEP]выспалась хорошохонько и отправилась домой[SEP]и с той поры стала арина жать бесхитростно[SEP]на другой день опять пошла арина в поле[SEP]как бы только живой от своего дома уйти[SEP]сделал все это и воротился на деревню[SEP]выжала местечко и проспала до вечера[SEP]приезжает — а рожь стоит вся нежатая	I	5	Жил-был мужик Иван да жена Арина	NA
plot-137_1	K	ленивая арина[SEP]пришла на деревню прямо к своей избе и спрашивает под окошком[SEP]не признала хозяйки и бросилась на нее словно на чужую[SEP]хватилась рукой за голову и говорит сама себе[SEP]выспалась хорошохонько и отправилась домой[SEP]и с той поры стала арина жать бесхитростно[SEP]на другой день опять пошла арина в поле[SEP]как бы только живой от своего дома уйти[SEP]сделал все это и воротился на деревню[SEP]выжала местечко и проспала до вечера[SEP]приезжает — а рожь стоит вся нежатая	B	5	Послал он ее в поле рожь жать	Жил-был мужик Иван да жена Арина
plot-137_2	K	ленивая арина[SEP]пришла на деревню прямо к своей избе и спрашивает под окошком[SEP]не признала хозяйки и бросилась на нее словно на чужую[SEP]хватилась рукой за голову и говорит сама себе[SEP]выспалась хорошохонько и отправилась домой[SEP]и с той поры стала арина жать бесхитростно[SEP]на другой день опять пошла арина в поле[SEP]как бы только живой от своего дома уйти[SEP]сделал все это и воротился на деревню[SEP]выжала местечко и проспала до вечера[SEP]приезжает — а рожь стоит вся нежатая	B	5	Вот Арина пришла на полосу, выжала такое местечко, чтоб можно было одной улечься	Послал он ее в поле рожь жать
plot-137_3	K	ленивая арина[SEP]пришла на деревню прямо к своей избе и спрашивает под окошком[SEP]не признала хозяйки и бросилась на нее словно на чужую[SEP]хватилась рукой за голову и говорит сама себе[SEP]выспалась хорошохонько и отправилась домой[SEP]и с той поры стала арина жать бесхитростно[SEP]на другой день опять пошла арина в поле[SEP]как бы только живой от своего дома уйти[SEP]сделал все это и воротился на деревню[SEP]выжала местечко и проспала до вечера[SEP]приезжает — а рожь стоит вся нежатая	B	5	улеглась, выспалась хорошохонько и отправилась домой, будто и впрямь потрудилась-поработала	Вот Арина пришла на полосу, выжала такое местечко, чтоб можно было одной улечься
plot-137_4	K	ленивая арина[SEP]пришла на деревню прямо к своей избе и спрашивает под окошком[SEP]не признала хозяйки и бросилась на нее словно на чужую[SEP]хватилась рукой за голову и говорит сама себе[SEP]выспалась хорошохонько и отправилась домой[SEP]и с той поры стала арина жать бесхитростно[SEP]на другой день опять пошла арина в поле[SEP]как бы только живой от своего дома уйти[SEP]сделал все это и воротился на деревню[SEP]выжала местечко и проспала до вечера[SEP]приезжает — а рожь стоит вся нежатая	C	5	— Что, жена, — спрашивает муж, — много ли сегодня выжала — Слава тебе господи, одно местечко выжала «Ну, это хорошо — думает мужик — Одна полоса, значит, покончена» На другой день опять пошла Арина в поле, выжала местечко и проспала до вечера и на третий день — то же самое, и на четвертый — то же самое так всю неделю и проволочила Пора, думает мужик, за снопами в поле ехать Приезжает — а рожь стоит вся нежатая кое-где, кое-где выжато местечками, да и то такими, что только человеку улечься Стал жену искать и видит лежит она на одном местечке да так-то храпит Мужик сейчас домой, захватил ножницы, воротился на жниву, остриг свою бабу наголо сделал все это и воротился на деревню Вот Арина спала, спала, да, наконец, и проснулась хватилась рукой за голову и говорит сама себе — Чтой-то попритчилось Кажись, я — Арина, а голова не моя Пойду домой коли собака залает, так я, значит, — не Арина Пришла на деревню прямо к своей избе и спрашивает под окошком — Что, ваша Арина дома Муж смекнул и говорит ей Тут вылезла из-под ворот собака, не признала хозяйки и бросилась на нее словно на чужую так за полы и хватает Арина бегом да бегом, как бы только живой от своего дома уйти И пошла она бродить по полю Мужик сжалился, простил ее, и с той поры стала Арина жать бесхитростно	улеглась, выспалась хорошохонько и отправилась домой, будто и впрямь потрудилась-поработала
plot-138_0	K	сказка о молодце удальце молодильных яблоках и живой воде[SEP]в сад — за молодильными яблоками и за живой водой для своего старого и слепого батюшки[SEP]зайдёт где под сараем в уголок и заливается там горючими слезами о своём молодце[SEP]а удалец на той царевне полюше женился и раздиковинную пирушку сделал[SEP]вот он посылает старшего на коне верхом в этот сад за яблоком и водой[SEP]а если зацепит за стену — на стене наведены струны с колокольчиками[SEP]он ей рассказал о своём похождении и что у него есть живая вода[SEP]вот наш молодец узнал хорошенько об этом и пошёл прямо к царю[SEP]коней у них переменял и на своём	I	5	Один царь очень устарел и глазами обнищал, а слыхал он, что за девять девятин, в десятом царстве, есть сад с молодильными яблоками, а в нём колодец с живою водою	NA
plot-138_1	K	сказка о молодце удальце молодильных яблоках и живой воде[SEP]в сад — за молодильными яблоками и за живой водой для своего старого и слепого батюшки[SEP]зайдёт где под сараем в уголок и заливается там горючими слезами о своём молодце[SEP]а удалец на той царевне полюше женился и раздиковинную пирушку сделал[SEP]вот он посылает старшего на коне верхом в этот сад за яблоком и водой[SEP]а если зацепит за стену — на стене наведены струны с колокольчиками[SEP]он ей рассказал о своём похождении и что у него есть живая вода[SEP]вот наш молодец узнал хорошенько об этом и пошёл прямо к царю[SEP]коней у них переменял и на своём	B	5	если съесть старику это яблоко, то он помолодеет, а водой этой помазать глаза слепцу — он будет видеть	Один царь очень устарел и глазами обнищал, а слыхал он, что за девять девятин, в десятом царстве, есть сад с молодильными яблоками, а в нём колодец с живою водою
plot-138_2	K	сказка о молодце удальце молодильных яблоках и живой воде[SEP]в сад — за молодильными яблоками и за живой водой для своего старого и слепого батюшки[SEP]зайдёт где под сараем в уголок и заливается там горючими слезами о своём молодце[SEP]а удалец на той царевне полюше женился и раздиковинную пирушку сделал[SEP]вот он посылает старшего на коне верхом в этот сад за яблоком и водой[SEP]а если зацепит за стену — на стене наведены струны с колокольчиками[SEP]он ей рассказал о своём похождении и что у него есть живая вода[SEP]вот наш молодец узнал хорошенько об этом и пошёл прямо к царю[SEP]коней у них переменял и на своём	B	5	У царя этого было три сына	если съесть старику это яблоко, то он помолодеет, а водой этой помазать глаза слепцу — он будет видеть
plot-138_3	K	сказка о молодце удальце молодильных яблоках и живой воде[SEP]в сад — за молодильными яблоками и за живой водой для своего старого и слепого батюшки[SEP]зайдёт где под сараем в уголок и заливается там горючими слезами о своём молодце[SEP]а удалец на той царевне полюше женился и раздиковинную пирушку сделал[SEP]вот он посылает старшего на коне верхом в этот сад за яблоком и водой[SEP]а если зацепит за стену — на стене наведены струны с колокольчиками[SEP]он ей рассказал о своём похождении и что у него есть живая вода[SEP]вот наш молодец узнал хорошенько об этом и пошёл прямо к царю[SEP]коней у них переменял и на своём	B	5	Вот он посылает старшего на коне верхом в этот сад за яблоком и водой	У царя этого было три сына
plot-138_4	K	сказка о молодце удальце молодильных яблоках и живой воде[SEP]в сад — за молодильными яблоками и за живой водой для своего старого и слепого батюшки[SEP]зайдёт где под сараем в уголок и заливается там горючими слезами о своём молодце[SEP]а удалец на той царевне полюше женился и раздиковинную пирушку сделал[SEP]вот он посылает старшего на коне верхом в этот сад за яблоком и водой[SEP]а если зацепит за стену — на стене наведены струны с колокольчиками[SEP]он ей рассказал о своём похождении и что у него есть живая вода[SEP]вот наш молодец узнал хорошенько об этом и пошёл прямо к царю[SEP]коней у них переменял и на своём	C	5	царю хочется и молодым быть и видеть Сын сел на коня и отправился в далёко царство ехал, ехал, приехал к одному столбу на этом столбе написано три дороги первая для коня сытна, а самому голодна, вторая — не быть самому живому, а третья коню голодна, самому сытна Вот он подумал-подумал и поехал по сытной для себя дороге ехал, ехал, увидал в поле хороший-расхороший дом Он подъехал к нему, поглядел-поглядел, растворил ворота, шапки не ломал, головы не склонял, на двор вскакал Хозяйка этого двора, баба-вдова не больно стара, молодца к себе звала «Добро пожалуй, гость дорогой » В избу его ввела, за стол посадила, всякого яства накрошила и питья медового превдоволь натащила Вот молодец нагулялся и свалился спать на лавке Хозяйка ему говорит — Не честь молодцу, не хвала удальцу ложиться одному Ляжь с моею дочкою, прекрасною Дунею Он тому и рад Дуня говорит ему — Ляжь ко мне плотней, будет нам теплей Он двинулся к ней и провалился сквозь кровать там его заставили молоть сырой ржи, а вылезть оттуда не моги Отец старшего сына ждал, ждал и ожиданье потерял Царь второго сына отправил, чтоб яблоко и воды ему доставил Он держал тот же путь и напал на ту же участь, как и старший его брат От долгого жданья сыновьёв царь больно-больно загоревался Младший сын начал просить у отца позволенья ехать в тот сад а отец ни за что не хочет его отпустить и говорит ему — Горе тебе, сынок Когда старшие братья пропали, а ты молод, как вьюноша, ты скорее их пропадёшь Но он уполяет, отцу обещает, что он постарается для отца лучше всякого молодца Отец думал, думал и благословил его на ту же дорогу На пути до вдовина дома с ним случилось всё то же, что и с старшими братьями Подъехал он ко двору вдовину, слез с коня, постучал у ворот и спросился ночевать Хозяйка обрадовалась ему, как и этим, просит его — Добро пожалуй, гость наш нежданный Посадила его за стол, наставила всякого яства и питья, хоть завались Вот он понаелся, хотел ложиться на лавке Хозяйка и говорит — Не честь молодцу, не хвала удальцу ложиться одному Ляжь с моей прекрасною Дунею А он говорит — Нет тётушка Проезжему человеку не годится так, а надо в гóловы кулак, а пóд бок так Если бы ты, тётушка, баньку мне истопила и с твоей дочерью в неё пустила Но молодец-удалец оттолкнул дверь и Дуню туда впёр Он пустил её	Вот он посылает старшего на коне верхом в этот сад за яблоком и водой
plot-139_0	K	смерть скупого[SEP]начал глотать золотые деньги и есть ассигнации и так покончил свою жизнь[SEP]положили мертвого под святые иконы и позвали дьячка читать псалтырь[SEP]вдруг в самую полночь является в образе человека нечистый[SEP]поднял мертвого старика на плечо и сказал[SEP]имел двух сыновей и множество денег[SEP]заперся один в избе и сел на сундук[SEP]понес его и невидим стал[SEP]и начал трусить старика[SEP]был скупой скряга	I	5	Жил-был скупой скряга, старик	NA
plot-139_1	K	смерть скупого[SEP]начал глотать золотые деньги и есть ассигнации и так покончил свою жизнь[SEP]положили мертвого под святые иконы и позвали дьячка читать псалтырь[SEP]вдруг в самую полночь является в образе человека нечистый[SEP]поднял мертвого старика на плечо и сказал[SEP]имел двух сыновей и множество денег[SEP]заперся один в избе и сел на сундук[SEP]понес его и невидим стал[SEP]и начал трусить старика[SEP]был скупой скряга	B	5	имел двух сыновей и множество денег	Жил-был скупой скряга, старик
plot-139_2	K	смерть скупого[SEP]начал глотать золотые деньги и есть ассигнации и так покончил свою жизнь[SEP]положили мертвого под святые иконы и позвали дьячка читать псалтырь[SEP]вдруг в самую полночь является в образе человека нечистый[SEP]поднял мертвого старика на плечо и сказал[SEP]имел двух сыновей и множество денег[SEP]заперся один в избе и сел на сундук[SEP]понес его и невидим стал[SEP]и начал трусить старика[SEP]был скупой скряга	B	5	послышал смерть, заперся один в избе и сел на сундук, начал глотать золотые деньги и есть ассигнации и так покончил свою жизнь	имел двух сыновей и множество денег
plot-139_3	K	смерть скупого[SEP]начал глотать золотые деньги и есть ассигнации и так покончил свою жизнь[SEP]положили мертвого под святые иконы и позвали дьячка читать псалтырь[SEP]вдруг в самую полночь является в образе человека нечистый[SEP]поднял мертвого старика на плечо и сказал[SEP]имел двух сыновей и множество денег[SEP]заперся один в избе и сел на сундук[SEP]понес его и невидим стал[SEP]и начал трусить старика[SEP]был скупой скряга	B	5	Пришли сыновья, положили мертвого под святые иконы и позвали дьячка читать псалтырь	послышал смерть, заперся один в избе и сел на сундук, начал глотать золотые деньги и есть ассигнации и так покончил свою жизнь
plot-139_4	K	смерть скупого[SEP]начал глотать золотые деньги и есть ассигнации и так покончил свою жизнь[SEP]положили мертвого под святые иконы и позвали дьячка читать псалтырь[SEP]вдруг в самую полночь является в образе человека нечистый[SEP]поднял мертвого старика на плечо и сказал[SEP]имел двух сыновей и множество денег[SEP]заперся один в избе и сел на сундук[SEP]понес его и невидим стал[SEP]и начал трусить старика[SEP]был скупой скряга	C	5	Вдруг в самую полночь является в образе человека нечистый, поднял мертвого старика на плечо и сказал — Держи, дьячок, полу И начал трусить старика — Деньги твои, а мешок мой Понес его и невидим стал	Пришли сыновья, положили мертвого под святые иконы и позвали дьячка читать псалтырь
plot-140_0	K	лень да отеть[SEP]а как лень изживем — счастливо заживем[SEP]так отеть голодом да огнем себя извела[SEP]а если голову обхватит — спать повалит[SEP]румянятся и над самыми головами висят[SEP]лежали под яблоней лень да отеть[SEP]— кабы яблоко упало да мне в рот[SEP]упали яблоки лени и отети в рот[SEP]лень стала зубами двигать тихо[SEP]меньше стали драку заводить из[SEP]загорела яблоня большим огнем	I	5	Жили-были Лень да Отеть	NA
plot-140_1	K	лень да отеть[SEP]а как лень изживем — счастливо заживем[SEP]так отеть голодом да огнем себя извела[SEP]а если голову обхватит — спать повалит[SEP]румянятся и над самыми головами висят[SEP]лежали под яблоней лень да отеть[SEP]— кабы яблоко упало да мне в рот[SEP]упали яблоки лени и отети в рот[SEP]лень стала зубами двигать тихо[SEP]меньше стали драку заводить из[SEP]загорела яблоня большим огнем	B	5	Про Лень все знают	Жили-были Лень да Отеть
plot-140_2	K	лень да отеть[SEP]а как лень изживем — счастливо заживем[SEP]так отеть голодом да огнем себя извела[SEP]а если голову обхватит — спать повалит[SEP]румянятся и над самыми головами висят[SEP]лежали под яблоней лень да отеть[SEP]— кабы яблоко упало да мне в рот[SEP]упали яблоки лени и отети в рот[SEP]лень стала зубами двигать тихо[SEP]меньше стали драку заводить из[SEP]загорела яблоня большим огнем	B	5	кто от других слыхал, кто встречался, кто знается и дружбу ведет	Про Лень все знают
plot-140_3	K	лень да отеть[SEP]а как лень изживем — счастливо заживем[SEP]так отеть голодом да огнем себя извела[SEP]а если голову обхватит — спать повалит[SEP]румянятся и над самыми головами висят[SEP]лежали под яблоней лень да отеть[SEP]— кабы яблоко упало да мне в рот[SEP]упали яблоки лени и отети в рот[SEP]лень стала зубами двигать тихо[SEP]меньше стали драку заводить из[SEP]загорела яблоня большим огнем	B	5	Лень — она прилипчива	кто от других слыхал, кто встречался, кто знается и дружбу ведет
plot-140_4	K	лень да отеть[SEP]а как лень изживем — счастливо заживем[SEP]так отеть голодом да огнем себя извела[SEP]а если голову обхватит — спать повалит[SEP]румянятся и над самыми головами висят[SEP]лежали под яблоней лень да отеть[SEP]— кабы яблоко упало да мне в рот[SEP]упали яблоки лени и отети в рот[SEP]лень стала зубами двигать тихо[SEP]меньше стали драку заводить из[SEP]загорела яблоня большим огнем	C	5	в ногах путается, руки связывает, а если голову обхватит — спать повалит Отеть Лени ленивее была День был легкий, солнышко пригревало, ветерком обдувало Лежали под яблоней Лень да Отеть Яблоки спелые, румянятся и над самыми головами висят Лень и говорит — Кабы яблоко упало да мне в рот, я бы съела Отеть говорит — Лень, как тебе говорить-то не лень Упали яблоки Лени и Отети в рот Лень стала зубами двигать тихо, с передышкой, а съела-таки яблоко Отеть говорит — Лень, как тебе зубами-то двигать не лень Надвинулась темная туча, молния ударила в яблоню Загорела яблоня большим огнем Жарко стало Лень и говорит — Отеть, сшевелимся от огня как жар не будет доставать, будет только тепло доходить, мы и остановимся Стала Лень чуть шевелить себя, далеконько сшевелилась Отеть говорит — Лень, как тебе себя шевелить-то не лень Так Отеть голодом да огнем себя извела Стали люди учиться, хоть и с леностью, а учиться Стали работать уметь, хоть и с ленью, а работать Меньше стали драку заводить из-за каждого куска, лоскутка А как лень изживем — счастливо заживем	Лень — она прилипчива
plot-141_0	K	хрустальная гора[SEP]— за эту услугу можешь ты обращаться ясным соколом и муравьем всякий раз[SEP]а того государства больше чем наполовину втянуло в хрустальную гору[SEP]царевич в муравья и сквозь малую трещинку заполз в хрустальную гору[SEP]а коли о двенадцати головах — то отсчитывай двенадцать коров[SEP]прилетает с озера змей о шести головах и требует шесть коров[SEP]вот он поступил к тому царю на службу и живет у него неделю[SEP]оборотился добрым молодцем и спрашивает придворную стражу[SEP]в те поры можно хрустальную гору извести и меня избавить[SEP]зажег и поднес к хрустальной горе — гора скоро растаяла[SEP]разрезал его туловище и на правой стороне нашел сундук	I	5	В некотором царстве, в некотором государстве жил-был царь	NA
plot-141_1	K	хрустальная гора[SEP]— за эту услугу можешь ты обращаться ясным соколом и муравьем всякий раз[SEP]а того государства больше чем наполовину втянуло в хрустальную гору[SEP]царевич в муравья и сквозь малую трещинку заполз в хрустальную гору[SEP]а коли о двенадцати головах — то отсчитывай двенадцать коров[SEP]прилетает с озера змей о шести головах и требует шесть коров[SEP]вот он поступил к тому царю на службу и живет у него неделю[SEP]оборотился добрым молодцем и спрашивает придворную стражу[SEP]в те поры можно хрустальную гору извести и меня избавить[SEP]зажег и поднес к хрустальной горе — гора скоро растаяла[SEP]разрезал его туловище и на правой стороне нашел сундук	B	5	у царя было три сына	В некотором царстве, в некотором государстве жил-был царь
plot-141_2	K	хрустальная гора[SEP]— за эту услугу можешь ты обращаться ясным соколом и муравьем всякий раз[SEP]а того государства больше чем наполовину втянуло в хрустальную гору[SEP]царевич в муравья и сквозь малую трещинку заполз в хрустальную гору[SEP]а коли о двенадцати головах — то отсчитывай двенадцать коров[SEP]прилетает с озера змей о шести головах и требует шесть коров[SEP]вот он поступил к тому царю на службу и живет у него неделю[SEP]оборотился добрым молодцем и спрашивает придворную стражу[SEP]в те поры можно хрустальную гору извести и меня избавить[SEP]зажег и поднес к хрустальной горе — гора скоро растаяла[SEP]разрезал его туловище и на правой стороне нашел сундук	B	5	Вот дети и говорят ему	у царя было три сына
plot-141_3	K	хрустальная гора[SEP]— за эту услугу можешь ты обращаться ясным соколом и муравьем всякий раз[SEP]а того государства больше чем наполовину втянуло в хрустальную гору[SEP]царевич в муравья и сквозь малую трещинку заполз в хрустальную гору[SEP]а коли о двенадцати головах — то отсчитывай двенадцать коров[SEP]прилетает с озера змей о шести головах и требует шесть коров[SEP]вот он поступил к тому царю на службу и живет у него неделю[SEP]оборотился добрым молодцем и спрашивает придворную стражу[SEP]в те поры можно хрустальную гору извести и меня избавить[SEP]зажег и поднес к хрустальной горе — гора скоро растаяла[SEP]разрезал его туловище и на правой стороне нашел сундук	B	5	— Милостивый государь-батюшка	Вот дети и говорят ему
plot-141_4	K	хрустальная гора[SEP]— за эту услугу можешь ты обращаться ясным соколом и муравьем всякий раз[SEP]а того государства больше чем наполовину втянуло в хрустальную гору[SEP]царевич в муравья и сквозь малую трещинку заполз в хрустальную гору[SEP]а коли о двенадцати головах — то отсчитывай двенадцать коров[SEP]прилетает с озера змей о шести головах и требует шесть коров[SEP]вот он поступил к тому царю на службу и живет у него неделю[SEP]оборотился добрым молодцем и спрашивает придворную стражу[SEP]в те поры можно хрустальную гору извести и меня избавить[SEP]зажег и поднес к хрустальной горе — гора скоро растаяла[SEP]разрезал его туловище и на правой стороне нашел сундук	C	5	Благослови нас, мы на охоту поедем Отец благословил, и они поехали в разные стороны Младший сын ездил, ездил и заплутался выезжает на поляну, на поляне лежит палая лошадь, около этой падали собралось много всяких зверей, птиц и гадов Поднялся сокол, прилетел к царевичу, сел ему на плечо и говорит — Иван-царевич, раздели нам эту лошадь лежит она здесь тридцать три года, а мы всё спорим, а как поделить — не придумаем Царевич слез с своего доброго коня и разделил падаль зверям — кости, птицам — мясо, кожа — гадам, а голова — муравьям — Спасибо, Иван-царевич — сказал сокол — За эту услугу можешь ты обращаться ясным соколом и муравьем всякий раз, как захочешь Иван-царевич ударился о сырую землю, сделался ясным соколом, взвился и полетел в тридесятое государство а того государства больше чем наполовину втянуло в хрустальную гору Прилетел прямо во дворец, оборотился добрым молодцем и спрашивает придворную стражу — Не возьмет ли ваш государь меня на службу к себе — Отчего не взять такого молодца Вот он поступил к тому царю на службу и живет у него неделю, другую и третью Стала просить царевна — Государь мой батюшка Позволь мне с Иваном-царевичем на хрустальной горе погулять Царь позволил Сели они на добрых коней и поехали Подъезжают к хрустальной горе, вдруг, откуда ни возьмись, выскочила золотая коза Царевич погнал за ней скакал, скакал, козы не добыл, а воротился назад — и царевны нету Как царю на глаза показаться Нарядился он таким древним старичком, что и признать нельзя пришел во дворец и говорит царю — Ваше величество Найми меня стадо пасти — Хорошо, будь пастухом коли прилетит змей о трех головах — дай ему три коровы, коли о шести головах — дай шесть коров, а коли о двенадцати головах — то отсчитывай двенадцать коров Иван-царевич погнал стадо по горам, по долам вдруг летит с озера змей о трех головах — Эх, Иван-царевич, за какое ты дело взялся Где бы сражаться доброму молодцу, а он стадо пасет Ну-ка, — говорит, — отгони мне трех коров — Не жирно ли будет — отвечает царевич — Я сам в суточки ем по одной уточке, а ты трех коров захотел Нет тебе ни одной Змей осерчал и вместо трех захватил шесть коров Иван-царевич тотчас обернулся ясным соколом, снял у змея три головы и погнал стадо домой — Что, дедушка, — спрашивает царь, — прилетал ли трехглавый змей, дал ли ему трех коров — Нет, ваше величество, ни одной не дал — Ах ты, чудо-юдо обжорливое	— Милостивый государь-батюшка
plot-142_0	K	черт заимодавец[SEP]на третий день идет к нему и видит на воротах другую надпись[SEP]надумался мужик идти к черту просить денег взаймы[SEP]то я вывешу на воротах моих доску и напишу на ней[SEP]« приходи завтра » — и повесил ее к воротам[SEP]на другой день пошел он к мужику за долгом[SEP]два пришел — на воротах все одна надпись[SEP]— сказал чёрт и отсчитал ему тысячу[SEP]так ходил он сряду несколько дней[SEP]мужик опять велел прийти завтра[SEP]когда тебе приходить за долгом	I	5	У мужика случилась беда, а на беду надо денег	NA
